category,songid,popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Electronic/Dance,0KxuPS6MrXG6bDoExnIWeP,64,0.645,0.946,6,-4.766,0.10400000000000001,0.00141,0.254,0.313,0.34299999999999997,130.07399999999998,4
Electronic/Dance,3lW5U8Ls8JKhhjmY88Nxeb,64,0.624,0.847,11,-5.462000000000001,0.034,0.0238,0.902,0.0674,0.175,125.99700000000001,4
Electronic/Dance,0h8fQ5i6G9zJ4ICGco8ny6,49,0.5329999999999999,0.88,8,-6.398,0.0831,0.00863,0.0161,0.142,0.517,150.04399999999998,4
Electronic/Dance,5A7X4ZshuOGcnuR4OwD1QQ,64,0.731,0.934,6,-6.962000000000001,0.0667,0.0178,0.375,0.402,0.45899999999999996,123.964,4
Electronic/Dance,1JfzeIQSkETo9z7UO3XooK,33,0.6409999999999999,0.728,11,-5.966,0.0538,6.1e-05,0.8809999999999999,0.67,0.102,132.005,4
Electronic/Dance,2X4e6NJt9YJy7C93JNnTqO,64,0.442,0.94,8,-3.6,0.0746,0.0155,2.1e-05,0.0884,0.257,187.918,4
Electronic/Dance,11hPcEmpwrSfBPTK3BLJfJ,49,0.594,0.79,10,-8.356,0.0348,0.00121,0.889,0.371,0.16399999999999998,125.994,4
Electronic/Dance,7yBDVXG6yfgT6Z3RBW0Wbd,28,0.519,0.7,5,-5.127999999999999,0.0427,0.005220000000000001,2e-06,0.171,0.13,139.95,4
Electronic/Dance,5vySpBQGHg7FitKnbQHOFU,45,0.278,0.938,11,-3.58,0.11199999999999999,0.0107,0.0,0.196,0.16699999999999998,149.887,4
Electronic/Dance,454IPfzFpYJsCvqbS0UDbR,56,0.369,0.8009999999999999,1,-5.3020000000000005,0.384,0.282,0.0,0.266,0.311,128.09,4
Electronic/Dance,7er49jj9LV19VQ1p2huOjt,49,0.583,0.701,7,-4.478,0.0401,0.00018899999999999999,0.894,0.11599999999999999,0.188,124.99,4
Electronic/Dance,5nKnfKcH9r2Wt33RhRWXhr,48,0.6709999999999999,0.871,2,-4.751,0.141,0.000647,0.247,0.44799999999999995,0.35,128.043,4
Electronic/Dance,2WaA5bVXcIqqpz9j0gd7qK,54,0.6659999999999999,0.9520000000000001,3,-2.492,0.0359,0.0318,0.6779999999999999,0.21600000000000003,0.627,128.076,4
Electronic/Dance,3FctcCWYKDtUcMDpu83XlF,49,0.63,0.8809999999999999,1,-2.931,0.0743,0.000938,0.0172,0.47,0.354,75.006,4
Electronic/Dance,5oEWIKAWSVcABFmzvn9bNN,50,0.53,0.843,3,-4.426,0.054000000000000006,0.00609,0.0215,0.391,0.198,128.029,4
Electronic/Dance,3JHw0gnnY4WO4YqsdBq0ZF,56,0.657,0.594,5,-6.042999999999999,0.0307,0.716,0.0802,0.373,0.556,127.991,4
Electronic/Dance,6SDdaZBW69QFZUgpzyPK46,51,0.65,0.337,5,-11.185,0.153,0.278,0.9079999999999999,0.0846,0.17,119.867,4
Electronic/Dance,2GQEM9JuHu30sGFvRYeCxz,66,0.867,0.47700000000000004,9,-7.183,0.049,0.00843,0.175,0.113,0.612,124.979,4
Electronic/Dance,1v07K6OsaUuhyqf9Z2KBOk,66,0.603,0.9309999999999999,8,-3.967,0.0722,0.00594,0.141,0.257,0.524,125.021,4
Electronic/Dance,4PMqy2vJjmv6ydGVqtCqPW,58,0.502,0.991,5,-4.333,0.24,0.00554,0.000198,0.47,0.0797,150.029,4
Electronic/Dance,1BczdgS6s8ofRNMZPtbMF1,68,0.833,0.47700000000000004,3,-9.488999999999999,0.04,0.6890000000000001,0.000927,0.095,0.135,109.98899999999999,1
Electronic/Dance,4c2hBBlFGyZfgjS6UUSvhH,53,0.79,0.624,6,-8.623,0.215,0.0189,0.851,0.0965,0.41700000000000004,117.059,4
Electronic/Dance,7L7aloQvEIcgpX7PJbUgUL,52,0.6990000000000001,0.812,7,-3.4130000000000003,0.0525,0.635,0.0014199999999999998,0.38299999999999995,0.24600000000000002,129.018,4
Electronic/Dance,135TYaJ0WsivC2Zk7MEX4Y,52,0.561,0.725,9,-7.212000000000001,0.042,0.00358,0.857,0.0872,0.11699999999999999,127.993,4
Electronic/Dance,50fY3S50bNY0YNguuPcKCn,27,0.515,0.951,10,-3.9739999999999998,0.0636,0.000298,0.9329999999999999,0.14,0.0367,174.018,4
Electronic/Dance,3UojgHwGrsFdgEkxMRWhbU,29,0.677,0.953,2,-3.964,0.0554,0.0213,0.853,0.162,0.053,127.98,4
Electronic/Dance,7evK7WCpwUM4mhTO8JONOu,48,0.63,0.904,9,-8.051,0.0492,0.0309,0.622,0.128,0.5870000000000001,124.99,4
Electronic/Dance,2rxzvTMUUw2CtEm0k0ofsi,44,0.609,0.894,2,-4.73,0.043,0.0027199999999999998,0.513,0.34,0.188,127.959,4
Electronic/Dance,1eAa64BtP299GokDCuRgDn,33,0.746,0.853,0,-7.125,0.0578,0.00827,0.41700000000000004,0.0742,0.574,124.008,4
Electronic/Dance,2IQB5iBapo0Y37Yc0PtIZc,72,0.6509999999999999,0.76,7,-3.377,0.054000000000000006,0.35100000000000003,0.0,0.151,0.708,96.204,4
Electronic/Dance,6bjW9EsRPP9n7cMHxAe9nv,48,0.601,0.905,8,-5.044,0.158,0.369,0.000113,0.163,0.461,81.956,4
Electronic/Dance,66lA84zzlj88DdcnegOeCn,72,0.789,0.767,9,-4.612,0.0715,0.00812,0.000348,0.10099999999999999,0.635,99.95700000000001,4
Electronic/Dance,1CCIHXdmTJRFp51D8079Ma,28,0.608,0.389,0,-14.7,0.0959,0.688,0.0,0.11599999999999999,0.631,149.975,4
Electronic/Dance,1TAxRSGuMj93VrQS3ZnYEl,36,0.5710000000000001,0.9279999999999999,4,-7.501,0.0495,0.0007509999999999999,0.726,0.0785,0.049,131.985,4
Electronic/Dance,5jobI3VFebNY4sq6m0Ojw2,34,0.775,0.6729999999999999,5,-7.0760000000000005,0.049,5.4000000000000005e-05,0.8809999999999999,0.0903,0.17300000000000001,127.991,4
Electronic/Dance,0HRnb8Mhs7c3U11BKAwNVl,0,0.547,0.87,4,-8.605,0.05,0.007559999999999999,0.927,0.0959,0.035,127.97399999999999,4
Electronic/Dance,4K9ti2LsDMbZYgee688MVD,50,0.611,0.555,9,-6.132000000000001,0.0402,0.0484,0.0,0.42200000000000004,0.408,122.016,4
Electronic/Dance,09edPEy68s7QHLbR1Ol2I5,54,0.825,0.983,1,-2.526,0.0836,0.0347,0.035,0.0467,0.622,127.973,4
Electronic/Dance,3bajb32Uk3Q42Bb5uRcCs7,43,0.535,0.9540000000000001,11,-2.0909999999999997,0.214,0.27699999999999997,0.0,0.36700000000000005,0.278,155.00799999999998,4
Electronic/Dance,154KDlhMknfn1Q9tbMIgOF,48,0.805,0.645,9,-3.786,0.0353,0.131,0.0148,0.301,0.387,121.99700000000001,4
Electronic/Dance,0mwH5gEDT0yW9ugKBRBOmI,26,0.731,0.664,8,-8.285,0.0593,0.14,0.000379,0.127,0.17,122.024,4
Electronic/Dance,20JsfA5XX2kZahnNuy5YFh,41,0.556,0.784,5,-8.519,0.0484,0.552,0.737,0.336,0.578,170.00799999999998,4
Electronic/Dance,5EyOB5Q8Sp37bF2wVPh5dk,0,0.7190000000000001,0.662,2,-5.422000000000001,0.114,0.0639,0.0009130000000000001,0.10400000000000001,0.22399999999999998,140.043,4
Electronic/Dance,6gKsXb1Z85RrmKUutDeioG,4,0.5710000000000001,0.903,7,-6.149,0.0549,0.008329999999999999,0.9,0.129,0.45799999999999996,127.98700000000001,3
Electronic/Dance,7G9yFIOa2qrc6KBN9AtNnd,43,0.48200000000000004,0.966,6,-1.9709999999999999,0.1,0.0132,0.44299999999999995,0.518,0.298,127.984,4
Electronic/Dance,2UsnjLHBKPaaRjZiWYUCpj,59,0.581,0.617,0,-4.973,0.0346,0.5660000000000001,2e-06,0.0679,0.196,114.887,4
Electronic/Dance,78gd02yyiWj0W80gLSWoDu,32,0.7040000000000001,0.711,2,-5.981,0.11,0.0285,0.00598,0.122,0.182,81.98299999999999,4
Electronic/Dance,3PaqbRfUAxp91XYS2PJHZ1,59,0.575,0.836,6,-8.097000000000001,0.0735,0.213,0.0642,0.106,0.23399999999999999,119.90899999999999,4
Electronic/Dance,7BevlwX7fJEApzSJRGbPQ1,1,0.46799999999999997,0.941,1,-0.823,0.34600000000000003,0.0601,0.0,0.0774,0.746,171.827,4
Electronic/Dance,7sMFDnFzcafRMvfnMlDbFP,53,0.40399999999999997,0.9790000000000001,4,-1.7180000000000002,0.273,0.111,0.000646,0.27899999999999997,0.255,149.98,4
Electronic/Dance,0WctUeuJAHlewwqSm1OlIh,51,0.5660000000000001,0.84,4,-8.203,0.0358,0.0356,0.0901,0.11199999999999999,0.11699999999999999,94.98899999999999,4
Electronic/Dance,2It4QZOCHQYlHWxW60RYwL,48,0.67,0.8170000000000001,9,-6.693,0.0311,0.0223,0.0027600000000000003,0.27699999999999997,0.368,128.019,4
Electronic/Dance,3Vf0CLUD7QDhlMtMrIxX2i,49,0.623,0.894,11,-7.1160000000000005,0.0379,0.00010700000000000001,0.0479,0.257,0.424,124.01,4
Electronic/Dance,7paxGKlpBxCtjqt3OXEvtg,43,0.679,0.929,1,-3.984,0.0589,0.00335,0.00074,0.574,0.528,125.02600000000001,4
Electronic/Dance,6ifRtNwL2q22l3QFzVIY08,48,0.794,0.914,11,-5.962999999999999,0.0511,0.0256,0.0622,0.0502,0.743,133.015,4
Electronic/Dance,3sLIv1fCU34FJvkXRrhgXs,31,0.6729999999999999,0.905,11,-0.563,0.28600000000000003,0.0126,0.787,0.349,0.369,174.049,4
Electronic/Dance,3hClgAH47b4khNoded5JKK,32,0.495,0.91,10,-3.398,0.0477,0.0012,0.927,0.71,0.7490000000000001,126.01899999999999,4
Electronic/Dance,7qQnbDZgi7ee0MHPmqYXr6,11,0.7070000000000001,0.7909999999999999,6,-5.36,0.105,0.0141,0.000897,0.0988,0.294,114.08200000000001,4
Electronic/Dance,6LoiowYf7CfZbqPJqZL9fe,39,0.765,0.982,6,-8.765,0.0573,0.00134,0.23199999999999998,0.0956,0.775,122.99799999999999,4
Electronic/Dance,2I0Q1wxFRdnDYtG6Q8W47S,63,0.6990000000000001,0.725,2,-5.426,0.0523,0.0102,1.3000000000000001e-05,0.336,0.335,113.024,4
Electronic/Dance,4MlfXNHf2Bpk2ByRO0g4Ln,55,0.598,0.9159999999999999,5,-5.726,0.0571,0.0247,4e-06,0.298,0.0609,127.95700000000001,4
Electronic/Dance,1pWscEL17ssjbKXIS5nlQv,67,0.633,0.764,7,-4.062,0.033,0.0108,0.0,0.203,0.569,124.01799999999999,4
Electronic/Dance,6jlAVoiJJCXuNkRRph3HJT,46,0.605,0.642,3,-7.002000000000001,0.0411,0.0038799999999999998,0.598,0.102,0.157,125.96700000000001,4
Electronic/Dance,3bF2AgMhz38camuIvw7dsI,46,0.465,0.9390000000000001,9,-4.916,0.0294,0.00158,0.42700000000000005,0.262,0.157,128.001,4
Electronic/Dance,6WQPuzjUesHkcJtFmXjAop,31,0.698,0.884,7,-7.396,0.0769,0.013000000000000001,0.35100000000000003,0.174,0.038,126.038,4
Electronic/Dance,2hH0avyDuz4SV0fWTEg8jE,44,0.696,0.922,8,-5.587999999999999,0.040999999999999995,0.235,0.256,0.17600000000000002,0.175,125.027,4
Electronic/Dance,7bnqNC0CBeaD09RGUG3FBm,64,0.623,0.975,3,-2.6319999999999997,0.109,0.00732,0.16,0.0614,0.247,125.94,4
Electronic/Dance,1mzbdwEu6W5RC7AlUIhGiT,45,0.6459999999999999,0.927,1,-1.653,0.203,0.0175,0.711,0.25,0.32799999999999996,150.219,4
Electronic/Dance,7iSpBlRNhY6Nw6HgY6A7Qj,48,0.716,0.983,7,-3.4330000000000003,0.053,0.0008060000000000001,0.794,0.214,0.738,126.009,4
Electronic/Dance,5g2XG4aUFU6RTQw3HEmkIv,47,0.83,0.9620000000000001,6,-4.328,0.0992,0.00034700000000000003,0.0124,0.0535,0.33399999999999996,125.961,4
Electronic/Dance,1PM8OIREXRl5lFb06852rr,76,0.718,0.6809999999999999,5,-4.593,0.0361,0.255,1.9e-05,0.20800000000000002,0.365,139.99,4
Electronic/Dance,4gVACLnCUCAMGdyfYwF5T3,19,0.642,0.848,5,-4.89,0.115,0.00499,0.0516,0.239,0.14800000000000002,150.121,4
Electronic/Dance,0i3aY3ZKOIbugyPda2DseD,5,0.45799999999999996,0.8079999999999999,11,-3.949,0.0341,0.00375,0.782,0.29600000000000004,0.0324,87.50299999999999,4
Electronic/Dance,7KiOnsI1uaan1TbYjJaDs2,61,0.503,0.835,6,-8.737,0.0302,0.017,0.941,0.12300000000000001,0.408,124.039,4
Electronic/Dance,4m6ObZmZ7wnyrKtmLvlyVE,65,0.568,0.46299999999999997,4,-10.622,0.262,0.5529999999999999,0.00114,0.0858,0.154,157.686,4
Electronic/Dance,2ZdsweqvRBAoFs5c09oJk3,65,0.679,0.825,3,-5.59,0.0307,0.0148,0.318,0.11,0.08800000000000001,110.01100000000001,4
Electronic/Dance,3BBHRu7z6JetC5R8Ow3E4U,55,0.752,0.809,4,-5.374,0.0291,0.009170000000000001,0.36700000000000005,0.244,0.6509999999999999,119.008,4
Electronic/Dance,05D18gNXMcg2UIV40AA0hx,40,0.524,0.987,8,-2.972,0.23800000000000002,0.0151,0.62,0.261,0.28,174.03400000000002,4
Electronic/Dance,7lYGmGag8kjKIhYt6Y65a8,64,0.312,0.72,9,-5.511,0.0338,0.00601,0.0337,0.0936,0.121,170.071,4
Electronic/Dance,6iOeQNXb0fFP3TDCzVPts8,46,0.835,0.561,6,-5.502000000000001,0.0902,0.39899999999999997,5e-06,0.0563,0.6559999999999999,115.48,4
Electronic/Dance,5Gk0ZZ9b887U85L69rz6tu,59,0.525,0.519,0,-7.568,0.35200000000000004,0.10099999999999999,0.0,0.195,0.507,122.74799999999999,5
Electronic/Dance,59MtZbWXAYMGoJ5rIeThn6,45,0.672,0.785,8,-4.473,0.0346,0.00233,0.127,0.111,0.35200000000000004,122.999,4
Electronic/Dance,4ta97KyyCWLCQAAFtOWFpy,56,0.737,0.614,6,-6.001,0.4,0.0168,0.0534,0.0682,0.39399999999999996,127.98700000000001,4
Electronic/Dance,4ynrxl6ZzqHFu1qGU2TkiS,48,0.515,0.8240000000000001,5,-3.611,0.0504,0.0251,0.000241,0.171,0.156,149.965,4
Electronic/Dance,2sTe3y5xjQvVb9tDTVaI35,63,0.721,0.925,4,-3.5389999999999997,0.0455,0.0652,0.00015800000000000002,0.292,0.369,114.03200000000001,4
Electronic/Dance,6X87UigFFD425Yi23GrLKq,45,0.294,0.43,1,-13.552,0.0397,0.273,0.312,0.395,0.0749,85.99,4
Electronic/Dance,0dzeBITohVb95ZggydL4nK,57,0.8590000000000001,0.9570000000000001,11,-1.621,0.0741,0.0264,0.7170000000000001,0.183,0.0771,128.016,4
Electronic/Dance,4cQYbGTwyGjE7buhheL49Z,37,0.588,0.736,1,-5.222,0.0892,0.000891,0.585,0.131,0.18600000000000003,191.99599999999998,4
Electronic/Dance,7G2OW2MDFfj3U1xf6BvozZ,57,0.511,0.917,7,-4.947,0.276,0.007790000000000001,0.009000000000000001,0.7020000000000001,0.171,127.984,4
Electronic/Dance,6AM7t00mfM3bit94yBSpXJ,53,0.625,0.9179999999999999,11,-4.708,0.042,0.0011,0.878,0.0369,0.0538,129.991,4
Electronic/Dance,2NOxsllEzKYw7PsjI0z1hp,46,0.605,0.938,0,-4.622,0.062,0.00206,0.713,0.654,0.41600000000000004,124.015,4
Electronic/Dance,65fjGurFHOjy34CffnGzlA,52,0.63,0.523,6,-10.079,0.12,0.0454,0.00027400000000000005,0.618,0.203,127.04899999999999,4
Electronic/Dance,6i2cO91UBRECRvsZhTSpEJ,56,0.639,0.833,11,-6.561,0.0318,0.00195,0.00449,0.0784,0.259,126.041,4
Electronic/Dance,26tYs69x1ijKSHBw6T8G7e,24,0.536,0.72,6,-3.967,0.0503,0.0374,0.00247,0.08900000000000001,0.414,125.005,4
Electronic/Dance,1aSH6i6I13BSOCiIwaGfmd,29,0.642,0.991,4,-7.026,0.0857,0.0431,0.335,0.614,0.307,124.02600000000001,4
Electronic/Dance,4aR1HCn4nxvZzGDx4rtTzq,23,0.462,0.976,5,-2.8080000000000003,0.11,8.4e-05,0.519,0.0981,0.0412,171.998,4
Electronic/Dance,6x7r0lpyqxBKGq8J7LFMeu,66,0.506,0.726,5,-5.9639999999999995,0.0366,0.0030800000000000003,8.1e-05,0.266,0.266,128.04399999999998,4
Electronic/Dance,5F5RLFd53KaFaqFOlhBoZN,6,0.562,0.9229999999999999,2,-4.427,0.0378,0.00233,0.198,0.171,0.0907,99.98899999999999,4
Electronic/Dance,0r972Zo51Zod1AtKCeB3Lr,36,0.6609999999999999,0.7979999999999999,6,-7.587999999999999,0.032,0.000839,0.8320000000000001,0.10800000000000001,0.182,125.027,4
Electronic/Dance,0sHaTrYUYtD0jpJX0KEhxF,40,0.526,0.85,7,-7.462000000000001,0.0393,0.0122,0.642,0.373,0.593,125.975,4
Electronic/Dance,6uug1RgjNLd8nOKEXJ8n0R,38,0.6970000000000001,0.828,1,-9.078,0.0472,8.79e-05,0.000194,0.0634,0.565,123.056,4
Electronic/Dance,6KSo1lI5GUtlvksaDWM7ZO,62,0.675,0.8109999999999999,0,-6.966,0.0629,0.00301,0.0413,0.126,0.261,126.023,4
Electronic/Dance,40MkEbKzuSW9ET6HBngqnK,27,0.747,0.877,9,-3.782,0.0664,0.0375,0.000833,0.233,0.763,107.991,4
Electronic/Dance,3XTNNo62RDo8tgCQehZCKH,36,0.774,0.945,9,-9.217,0.0676,0.0036899999999999997,0.836,0.9109999999999999,0.48100000000000004,127.391,4
Electronic/Dance,7uokoNu7ipUXzxurlX0ZbA,49,0.531,0.823,10,-7.757000000000001,0.0487,0.00202,0.001,0.353,0.345,128.058,4
Electronic/Dance,4t1dkVSUytQdV6VstXWPmN,62,0.7140000000000001,0.747,0,-6.505,0.0393,0.5329999999999999,0.00893,0.125,0.1,100.04299999999999,4
Electronic/Dance,2u6tZMWwhgnRggKHvRWINP,50,0.381,0.937,7,-4.782,0.0391,0.00577,0.0155,0.16899999999999998,0.04,173.958,4
Electronic/Dance,5Vw9GM4cKlfvIKnWmwQlq6,54,0.638,0.627,0,-9.644,0.0394,0.0412,0.953,0.13,0.0921,122.023,4
Electronic/Dance,4cwzduOy9XghMcFbSJPjC5,32,0.629,0.35200000000000004,9,-7.771,0.0511,0.6709999999999999,0.5870000000000001,0.10300000000000001,0.188,85.117,4
Electronic/Dance,5rV7GRSaLDrBBK4pu9la8h,45,0.565,0.9790000000000001,5,-1.5859999999999999,0.0424,0.00044500000000000003,0.0849,0.20600000000000002,0.376,160.001,4
Electronic/Dance,5FHveakYOcExQSHLr4oerC,58,0.374,0.8340000000000001,7,-3.0860000000000003,0.0717,0.068,1e-06,0.1,0.16,159.856,4
Electronic/Dance,5fxc13WLQxBh5MSi5pGnDu,39,0.434,0.99,8,-5.2410000000000005,0.0569,0.000102,0.934,0.9640000000000001,0.267,137.995,4
Electronic/Dance,3xlJbscFqprxOGdWoiqTiV,58,0.603,0.8440000000000001,5,-2.22,0.151,0.0057,0.807,0.695,0.518,126.05,4
Electronic/Dance,34sgqIH2p9iSHpkk8wyFM3,51,0.47200000000000003,0.81,5,-2.988,0.0369,0.0273,5e-06,0.364,0.273,150.02,4
Electronic/Dance,5jUgFofZJCuSQjcYao0VMv,56,0.619,0.612,1,-7.696000000000001,0.0313,0.41100000000000003,0.0,0.14300000000000002,0.675,118.069,4
Electronic/Dance,2XAExGS7uvzh3dqUkqb6dV,48,0.46299999999999997,0.973,5,-4.063,0.107,0.0019,0.0516,0.353,0.125,150.13299999999998,4
Electronic/Dance,2nC3OBL9ofOccwQLN0MRGR,36,0.643,0.69,5,-3.5039999999999996,0.0417,0.214,0.0,0.233,0.6409999999999999,103.98,4
Electronic/Dance,09XpwJgB6wgcw2ew08x7D4,34,0.43,0.968,5,-2.062,0.0433,0.00224,0.882,0.35200000000000004,0.604,173.959,4
Electronic/Dance,0TROLnb58MLwCToJerFv8h,36,0.504,0.7879999999999999,1,-8.984,0.0428,0.00562,0.62,0.122,0.94,173.967,4
Electronic/Dance,4c6Pf3KmBLorwRP5zse7JF,35,0.68,0.8029999999999999,4,-5.437,0.0424,0.00505,0.621,0.381,0.27699999999999997,127.99600000000001,4
Electronic/Dance,5CoKeXjask2AA5gSAUn5Ic,46,0.483,0.987,1,-0.8420000000000001,0.0795,0.00185,0.825,0.294,0.474,174.082,4
Electronic/Dance,0OR48Ufe3I4BhHqTLzcGGI,42,0.478,0.684,2,-5.149,0.0327,0.0777,7.000000000000001e-06,0.102,0.0593,127.93799999999999,4
Electronic/Dance,5mlrNLqd5Pj8Yorh6trGB4,48,0.588,0.951,7,-4.35,0.0716,0.00301,0.0195,0.174,0.7020000000000001,128.004,4
Electronic/Dance,6fGZkqYqA07nGG6x38jhNW,45,0.574,0.976,1,-3.3169999999999997,0.0528,0.0008699999999999999,2.9999999999999997e-05,0.465,0.395,127.99,4
Electronic/Dance,61MsykwIHSmwOLY2vHlDz6,1,0.617,0.8059999999999999,8,-7.466,0.0266,0.008020000000000001,0.141,0.223,0.462,132.004,4
Electronic/Dance,6jhm26E6XN4lUZkNBrKCqd,51,0.624,0.795,10,-10.474,0.036000000000000004,0.863,0.924,0.106,0.135,124.0,4
