Unnamed: 0,songid,song_title,artist_name,popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,category
3886,6RJ4x0nkKtUPNC5mOfiJYT,Catamaran,Allah-Las,31,0.564,0.846,4,-5.897,0.0437,0.00692,0.00175,0.0452,0.695,122.035,4,Pop
3571,7ElF5zxOwYP4qVSWVvse3W,Break Your Heart,Taio Cruz,67,0.607,0.934,3,-4.217,0.0314,0.0327,0.0,0.0909,0.5760000000000001,122.01,4,Pop
3822,5HQVUIKwCEXpe7JIHyY734,"Young, Wild & Free (feat. Bruno Mars) - feat. Bruno Mars",Snoop Dogg,79,0.715,0.655,0,-6.425,0.13699999999999998,0.0525,0.0,0.115,0.557,95.078,4,Pop
3196,6hGysJfPg591z5fqvTYL8O,You Got The Love,Various Artists,55,0.5920000000000001,0.857,6,-6.817,0.0315,0.0512,3e-06,0.334,0.505,107.092,4,Pop
3379,3OcQ2n0iu7SuyM7SphLKVy,All About Tonight,Pixie Lott,53,0.6409999999999999,0.8009999999999999,2,-6.1110000000000015,0.0481,0.213,0.0,0.0984,0.685,129.24200000000002,3,Pop
3682,7fF9idziL62BzFb9g5qt68,Livin On A Prayer,The Magnets,21,0.6970000000000001,0.564,5,-3.772,0.0344,0.415,0.0,0.0663,0.7490000000000001,108.048,4,Pop
3504,6aDyiU2cVrqh33UEnEo3WA,6/10,dodie,64,0.262,0.163,7,-15.949000000000002,0.0432,0.946,0.0948,0.103,0.0398,76.501,4,Pop
3785,4Nm6FpJtsl2FezklXJ000Q,True Believer,Widowspeak,20,0.145,0.6629999999999999,11,-7.015,0.041,0.073,0.175,0.179,0.239,66.723,4,Pop
3844,1j5CkVa3Nbufs1bF9w9Wgq,Under Lover,GB,47,0.921,0.695,4,-5.419,0.26,0.0542,0.7759999999999999,0.107,0.448,120.028,4,Pop
3831,3M552XFr9CHBZb3Kr1t8OI,I Am Trying to Break Your Heart,JC Brooks & The Uptown Sound,1,0.75,0.7959999999999999,4,-5.184,0.0382,0.433,0.0,0.125,0.918,126.525,4,Pop
3489,5XVO2yXESFgE9og4IwrILf,Killing Time,R3HAB,70,0.477,0.581,10,-7.555,0.117,0.454,2e-06,0.196,0.151,110.049,4,Pop
3768,3IhqzdVtFVS3xiyZuNAgMD,Medicine,Tom Speight,56,0.5770000000000001,0.473,6,-7.3,0.0383,0.237,9.7e-05,0.0838,0.189,78.411,4,Pop
3421,1est72o2prNA80flC5ncoN,Party In The U.S.A.,Various Artists,50,0.574,0.3720000000000001,10,-8.57,0.264,0.8490000000000001,0.0,0.152,0.609,99.713,5,Pop
3724,07dYGGSrzPeg6a3KZjWX65,Boyfriend,Justin Bieber,70,0.7190000000000001,0.535,10,-6.069,0.0641,0.0314,0.0017,0.141,0.295,96.982,4,Pop
3235,16GHcGtW9Io7AuVdNmTjv3,Live Your Life - feat. Rihanna,T.I.,44,0.375,0.862,11,-3.363,0.255,0.071,0.0,0.211,0.472,159.841,4,Pop
3438,6EwlLu39JZTDTJnnjFe07g,Space Age Love Song,A Flock Of Seagulls,32,0.493,0.534,2,-11.917,0.029,0.0021100000000000003,0.00082,0.192,0.637,140.006,4,Pop
3576,4lnqTcdVROEbWcYenOhgTa,Better Off - Dying,Lil Peep,43,0.521,0.7659999999999999,3,-4.6930000000000005,0.0409,0.00835,0.0,0.155,0.194,74.987,4,Pop
3940,4VPXFi4vFTtS9wHe6oMQaT,I Cant Fall in Love Without You,Zara Larsson,78,0.485,0.332,4,-9.244,0.0338,0.784,0.000122,0.146,0.255,130.813,4,Pop
3723,79cuOz3SPQTuFrp8WgftAu,Theres Nothing Holdin Me Back,Shawn Mendes,92,0.857,0.8,2,-4.035,0.0583,0.381,0.0,0.0913,0.965,121.996,4,Pop
3952,5GT8b1dFaOWFF5twsmSOYx,The Best You Had,Nina Nesbitt,74,0.595,0.608,5,-5.303,0.0373,0.358,0.0,0.0843,0.451,60.878,4,Pop
3296,4agp6oHofabdUedr0B1krj,Steal My Sunshine,Len,59,0.413,0.8290000000000001,4,-11.111,0.529,0.394,0.0,0.108,0.6829999999999999,191.477,4,Pop
3882,3FNY26zMg3Zfe5Cbyu45uu,Moonlight,Grace VanderWaal,79,0.737,0.7340000000000001,7,-4.71,0.156,0.399,0.0,0.32299999999999995,0.324,91.999,4,Pop
3266,7eGNiGg6SE27VkSrpZMVTD,Radioactive,Imagine Dragons,25,0.474,0.779,9,-3.655,0.0604,0.0985,0.000106,0.6579999999999999,0.233,136.23,4,Pop
3706,0wyja8xD9cNhDtfuY0dVMP,Leave Right Now,Thomas Rhett,74,0.474,0.583,4,-7.093,0.0469,0.006509999999999999,0.0,0.128,0.366,148.05100000000004,4,Pop
3772,2MK8xQVIFA81r32V4E1MkT,Let You Down,Peking Duk,41,0.557,0.883,8,-5.069,0.0656,0.0387,1.6e-05,0.107,0.588,99.963,4,Pop
3997,031QO44Ql8D7D3ePdI7fkg,playboy shit (feat. lil aaron),blackbear,57,0.647,0.726,11,-4.931,0.18600000000000005,0.0842,0.0,0.111,0.883,154.887,4,Pop
3353,6eUncuJutsFi9BGO1JaBHh,If Im Lucky,Jason Derulo,89,0.897,0.634,4,-6.2639999999999985,0.161,0.00413,0.0,0.0686,0.506,112.048,4,Pop
3610,1fTH7yRukmCUMI7gjTnUn8,Whos That Chick ? (feat. Rihanna),David Guetta,44,0.675,0.601,11,-4.7330000000000005,0.116,0.00372,0.0,0.0458,0.929,127.938,4,Pop
3680,3zoYkqS4y2BsGVShPL2nTE,Reggaetón Lento (Remix) [CNCO & Little Mix],CNCO,92,0.527,0.907,4,-3.09,0.11,0.154,0.0,0.0993,0.664,93.813,4,Pop
3854,5p50Y4YcBSjQYd481iVrzv,Her Favorite Song,Mayer Hawthorne,39,0.604,0.916,10,-5.085,0.222,0.0287,5e-06,0.452,0.503,87.15,4,Pop
3419,58FAvkrXMmpORoQZdxRELa,1-800-273-8255,Reggii,46,0.62,0.138,7,-13.917,0.0439,0.909,0.0,0.111,0.363,120.362,4,Pop
3932,6YVpU5vVxezJCYeQUxIkRT,What Lovers Do (feat. SZA),Maroon 5,90,0.795,0.611,5,-5.224,0.0711,0.0793,3e-06,0.0853,0.404,110.016,4,Pop
3484,2NkbRmygVirMQFCjSkyY7Q,Too Much To Ask,Niall Horan,83,0.443,0.55,0,-6.417000000000002,0.041,0.371,0.0,0.125,0.188,77.52,4,Pop
3956,7DHIgW9qEMP6qkz5PytLM6,Girl at Coachella,Tore Bojsten,68,0.8059999999999999,0.264,7,-6.1610000000000005,0.0415,0.879,0.0,0.109,0.422,117.922,4,Pop
3613,2Pwm2YtneLSWi7vyUpT5fs,Bad Day,Daniel Powter,47,0.583,0.667,3,-7.351,0.029,0.27,3.6e-05,0.16699999999999998,0.515,140.028,4,Pop
3867,3UCsoEI6l71mhwaiNM8DOD,I Got You,Split Enz,38,0.679,0.43,2,-13.895,0.0367,0.0633,7.900000000000001e-05,0.122,0.8270000000000001,125.705,4,Pop
3652,72zmwnbXjx9fMUjw3mbDSs,All We Ever Knew,The Head and the Heart,73,0.487,0.7240000000000001,0,-5.905,0.0289,0.00224,1e-05,0.213,0.531,102.03,4,Pop
3306,2chyJjEMYj397jz1QLEGO7,Written in the Stars (feat. Eric Turner),Tinie Tempah,51,0.619,0.971,7,-3.045,0.13,0.0526,0.0,0.196,0.304,122.552,5,Pop
3376,7rdUtXasA973gmrr2Xxh3E,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",Lorde,85,0.615,0.547,0,-5.086,0.152,0.254,0.0,0.171,0.16699999999999998,106.688,4,Pop
3849,0ifSeVGUr7py5GggttDhXw,All About That Bass,Meghan Trainor,71,0.8109999999999999,0.879,9,-3.724,0.0514,0.0476,2e-06,0.109,0.962,134.064,4,Pop
3865,3yDV5bTvJh4TucvJa7gBc3,Conversation (Remastered 2009),Gary Numan,29,0.664,0.399,9,-9.603,0.0307,0.0121,0.21,0.139,0.6579999999999999,114.613,4,Pop
3918,6lOWoTqVnAWXchddtTH31W,Leave a Light On,Tom Walker,31,0.586,0.624,5,-5.9460000000000015,0.113,0.0153,2e-06,0.133,0.267,68.976,4,Pop
3977,0LkceNjLE37LijRucRlF9F,Symphony,Brimsley,64,0.339,0.39,5,-6.644,0.0377,0.866,0.0,0.134,0.23,165.671,5,Pop
3515,3FsBtu3gdlfZjBLXyDvmj1,The Night We Met,Various Artists,27,0.5489999999999999,0.371,2,-9.56,0.0378,0.97,0.132,0.639,0.117,87.024,3,Pop
3291,1ZyMdpNyiw4VYsbmHFgzEp,Silhouette,Aquilo,65,0.464,0.412,1,-8.342,0.032,0.721,0.0,0.0393,0.113,132.259,3,Pop
3480,3EDS89HeAhHiZKlljciK0a,Push The Button,Sugababes,57,0.962,0.66,8,-5.096,0.061,0.0485,0.0,0.076,0.8170000000000001,126.016,4,Pop
3661,38bDGWuyYdSdNfrFfbCiVS,We Didnt Start the Fire,Billy Joel,62,0.711,0.967,7,-5.204,0.0474,0.0849,0.0,0.245,0.893,145.024,4,Pop
3404,4JehYebiI9JE8sR8MisGVb,Halo,Beyoncé,80,0.508,0.72,11,-5.908,0.0628,0.272,0.0,0.0563,0.476,79.983,4,Pop
3897,4QEaE0Yj9oCvCzehPlZ1On,Jungle,Tash Sultana,62,0.59,0.6970000000000001,1,-5.877000000000002,0.0291,0.269,9.9e-05,0.0881,0.489,146.059,4,Pop
3546,5J0S5UgpCwlmEagrqgzvoC,Wake Me up Before You Go-Go,Wham!,22,0.612,0.738,0,-6.648,0.0479,0.192,0.0,0.0779,0.88,81.327,4,Pop
3879,7BqBn9nzAq8spo5e7cZ0dJ,Just the Way You Are,Bruno Mars,80,0.637,0.843,5,-5.4129999999999985,0.0432,0.0151,0.0,0.0876,0.441,109.012,4,Pop
3512,1aWH7wQkc6kPA0g0R4Xvp3,Tonyor,Selebobo,51,0.861,0.7559999999999999,5,-3.1460000000000004,0.0554,0.108,3e-06,0.0996,0.892,124.966,4,Pop
3789,76AudDhhMLVwELjnBjWGEK,Freedom,Steve Angello,20,0.657,0.552,9,-10.2,0.0682,0.0418,0.0514,0.111,0.147,109.0,4,Pop
3689,6Qm9MaditCcx5V62rVHYqu,A Thousand Miles,Vanessa Carlton,60,0.56,0.825,11,-3.794,0.0352,0.314,0.0,0.227,0.336,94.931,4,Pop
3646,4OdxrfcLBUL8AJmWdbN7QO,No One Can Save You,Elle King,46,0.72,0.253,1,-7.954,0.0569,0.879,0.0,0.107,0.263,79.429,4,Pop
3469,6gxZLe2tUdy1U51aql0mfR,You Go Down Smooth,Lake Street Dive,3,0.31,0.794,4,-4.87,0.0831,0.0642,2.3e-05,0.17800000000000002,0.284,189.18400000000003,4,Pop
3212,26K4tbF6waeJzo11e3JDo8,So Am I (feat. Damian Marley & Skrillex),Ty Dolla $ign,76,0.642,0.7909999999999999,0,-6.073,0.13699999999999998,0.0242,0.00891,0.192,0.359,169.84,4,Pop
3374,7ceisg9MpCeJoLaoPfyu0V,Tonga,Joey B,40,0.901,0.645,1,-4.987,0.0589,0.13,8e-06,0.0969,0.535,108.04,4,Pop
3609,68bjO39GD3JEEL3qAu0bGC,Text Me Merry Christmas (feat. Kristen Bell),Straight No Chaser,39,0.604,0.512,7,-5.045,0.0868,0.433,0.0,0.337,0.698,78.53,4,Pop
3603,6GDsT1ZjYeqJgrBIXSaXRG,XO TOUR Llif3,Maygen Lacey,45,0.645,0.269,0,-8.296,0.0337,0.846,0.0,0.115,0.361,133.895,4,Pop
3900,6sbP2ku2EPDBfVlt5ggO6h,Teacher,PRETTYMUCH,70,0.515,0.631,7,-4.7,0.126,0.0238,0.0,0.35700000000000004,0.386,179.892,4,Pop
3966,0OWj95V3iMphiWBcU2XMxh,So Good (feat. Demarco),Lexy Panterra,69,0.621,0.602,9,-7.39,0.138,0.0616,0.0,0.113,0.642,92.016,4,Pop
3560,23nv9GP4iBcQsCyN1bj2nF,All Over,Tiwa Savage,55,0.831,0.8440000000000001,1,-4.589,0.0585,0.217,0.0,0.115,0.772,112.048,4,Pop
3794,2EWpa5XnAuSn0sIkSSIhYk,Wish I Knew You,The Revivalists,74,0.6509999999999999,0.716,0,-6.516,0.0258,0.13,0.0616,0.125,0.732,101.05,4,Pop
3828,75ZvA4QfFiZvzhj2xkaWAh,I Fall Apart,Post Malone,89,0.573,0.5429999999999999,8,-5.357,0.0398,0.0777,0.0,0.199,0.299,143.916,4,Pop
3301,1A5V1sxyCLpKJezp75tUXn,Closing Time,Semisonic,60,0.484,0.841,7,-5.438,0.0291,0.0196,2e-06,0.14800000000000002,0.28600000000000003,92.124,4,Pop
3732,5ukF3HS95tWV0eoSX5qAdt,Ruin,Shawn Mendes,72,0.6759999999999999,0.391,2,-6.601,0.0322,0.393,0.0,0.115,0.521,124.992,3,Pop
3274,1ynmMEK1fkyiZ6Z6F3ThEt,Centerfold,The J. Geils Band,70,0.653,0.677,0,-12.244000000000002,0.0396,0.249,0.0,0.403,0.878,114.37,4,Pop
3851,4YMqbFcDIFiCBd02PzUBcM,Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,74,0.7809999999999999,0.526,6,-6.985,0.293,0.0619,0.0,0.0457,0.6609999999999999,94.992,4,Pop
3214,5fuGP7Dze9tkadS9WoPbar,Fly,Sugar Ray,53,0.836,0.644,1,-8.11,0.0522,0.0235,0.194,0.297,0.6609999999999999,99.721,4,Pop
3666,1nbMkRhfldXcmCyB83x8lK,Take On Me,a-ha,21,0.42,0.955,6,-3.92,0.17800000000000002,0.0058200000000000005,0.0005110000000000001,0.0931,0.531,169.209,4,Pop
3217,3mr584ZFSkZrWja9kJAzlb,Skyfall,Adele,67,0.34600000000000003,0.552,0,-6.864,0.0282,0.417,0.0,0.114,0.078,75.881,4,Pop
3538,5yEPktRqvIhko5QFF3aBhQ,Mean,Taylor Swift,62,0.578,0.742,4,-3.987,0.0481,0.439,0.0,0.221,0.772,163.91099999999997,4,Pop
3445,4Tulf6yVo59f2ofSi3YUqW,Glow Like Dat,Rich Chigga,80,0.787,0.586,10,-9.64,0.0695,0.411,0.000311,0.118,0.604,140.036,4,Pop
3752,6KUb3CdxJukHihlPiDWw8V,Funky So-And -So,Various Artists,27,0.612,0.954,8,-5.728,0.044,0.00359,0.862,0.0896,0.765,104.115,4,Pop
3578,1AJRWM34yxnAxhF9TEK0Zj,Lot To Learn,Vivid Color,70,0.57,0.468,6,-4.192,0.047,0.758,0.0,0.206,0.34,137.855,4,Pop
3989,4B1rpPmQXwj78wk6aIGwwU,Two Ghosts,Harry Styles,80,0.386,0.407,6,-7.095,0.0268,0.234,2e-06,0.0999,0.463,69.387,4,Pop
3929,3IRMfv0KoRwT46D1kqsEjo,Day of the Dog,Ezra Furman,23,0.465,0.43,0,-7.794,0.0392,0.72,0.0,0.106,0.359,104.683,4,Pop
3372,0TtDAc8rXQPjkj1HLK5va6,Do It Like A Dude,Jessie J,53,0.664,0.843,2,-3.643,0.0616,0.0551,0.0,0.402,0.376,139.996,4,Pop
3554,1hGy2eLcmC8eKx7qr1tOqx,Beautiful Girls,Sean Kingston,75,0.762,0.6609999999999999,1,-6.075,0.0687,0.15,0.0,0.256,0.7659999999999999,130.009,4,Pop
3858,4kdK6PSM5u7jQAwmOQFO2u,Love Yourself,Sarkodie,39,0.835,0.644,8,-8.362,0.145,0.358,2e-06,0.105,0.642,103.954,4,Pop
3917,5XaJydtltOhMpNGq0o5Oal,Moves Like Jagger,Maroon 5,47,0.7170000000000001,0.77,11,-4.488,0.0458,0.0114,0.0,0.326,0.61,128.049,4,Pop
3928,7FlwylpJSe3ea6m1IrkizS,West End Girls - 2001 Remastered Version,Pet Shop Boys,66,0.648,0.947,4,-6.617000000000001,0.0369,0.0114,0.0567,0.105,0.605,113.255,4,Pop
3503,3bidbhpOYeV4knp8AIu8Xn,Cant Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,83,0.6409999999999999,0.922,2,-4.457,0.0786,0.0291,0.0,0.0862,0.85,146.078,4,Pop
3620,6prqX1SW2MMH8hAOIzKQ3Z,Dance For Me (Eugy X Mr Eazi),Eugy,63,0.5489999999999999,0.691,9,-5.077,0.0965,0.152,0.0,0.389,0.574,106.731,4,Pop
3412,7Aw2zBxuyMrrPuxugAcZwr,Fade Away,Hôtel Costes,47,0.777,0.476,1,-7.652,0.0561,0.132,0.0,0.322,0.332,108.071,4,Pop
3693,4ILuRf97jerQsbLemK4d8e,"Any Way You Want It (World Championship Medley) - From ""Pitch Perfect 2"" Soundtrack",Various Artists,44,0.603,0.7929999999999999,7,-4.731,0.104,0.314,0.0,0.135,0.81,142.933,4,Pop
3860,3gv4AhWWneEu2oh1Egz652,Personal Jesus - Remastered Version,Depeche Mode,52,0.6890000000000001,0.8440000000000001,10,-5.519,0.0348,0.0963,0.00852,0.0621,0.772,129.97299999999998,4,Pop
3736,10epFYqO8dugWGqiuv8A2v,Your Love,Saskwatch,0,0.6609999999999999,0.8740000000000001,5,-3.893,0.0433,0.00368,0.0305,0.14400000000000002,0.8909999999999999,160.02700000000004,4,Pop
3793,2PJ55QsqjSVwN2esqfMDFu,We Could Go Back,Jonas Blue,41,0.701,0.7709999999999999,8,-5.714,0.0363,0.118,0.00108,0.106,0.227,100.024,4,Pop
3271,4j6Hkosuk9xHcowXjtwefs,Nothing Compares 2 U,Sinéad OConnor,14,0.511,0.574,5,-7.016,0.0273,0.0425,2.3e-05,0.105,0.151,119.917,4,Pop
3542,7dKwAcCco3sF1l6T4oIufU,"Back To Basics - From ""Pitch Perfect 2"" Soundtrack",Various Artists,45,0.5529999999999999,0.56,6,-5.364,0.158,0.77,0.0,0.158,0.7709999999999999,104.343,4,Pop
3855,2XFyGhrmYCKSafPSDJdQRz,Every Girl - Bonus Track,Allah-Las,23,0.6729999999999999,0.7170000000000001,9,-7.444,0.0308,0.0203,0.00105,0.106,0.755,131.40200000000002,4,Pop
3399,5CMccjYRurNhK3qt71BFmz,Good Life - Acoustic Version,River Paisley,61,0.4970000000000001,0.504,1,-5.127000000000002,0.108,0.8490000000000001,0.0,0.16,0.519,78.288,4,Pop
3305,5OMwQFBcte0aWFJFqrr5oj,TiK ToK,Kesha,72,0.755,0.8320000000000001,2,-2.741,0.116,0.0746,1e-06,0.29100000000000004,0.7190000000000001,120.032,4,Pop
3703,5XQMr19TL7Mfksq9zihbOu,Questions,Chris Brown,92,0.614,0.598,10,-6.335,0.0561,0.00543,0.0,0.1,0.569,105.803,4,Pop
3222,21i3JjSTPryzlVKNBiWjxE,Wavin Flag,The Sing-Off,20,0.318,0.841,6,-4.926,0.3,0.7829999999999999,0.0,0.096,0.7290000000000001,165.634,3,Pop
3299,1PxTFIjG0IjuQDILHr4bXJ,The Man,Aloe Blacc,6,0.52,0.7609999999999999,11,-7.1960000000000015,0.0478,0.036000000000000004,0.0,0.2,0.469,86.012,4,Pop
3341,6gv02BqPCsOQz5QQ4jnNOY,Blue Monday,New Order,16,0.753,0.7509999999999999,0,-9.372,0.0535,4e-05,0.748,0.0783,0.892,130.41,4,Pop
3931,071wmdZJxlDspBpKNtV0HL,Fix You,Straight No Chaser,33,0.292,0.27,3,-12.130999999999998,0.0313,0.818,5.5e-05,0.102,0.233,67.013,3,Pop
3327,2rfv7EIuG4ToxDMUgZisyz,Mask Off - Acoustic Version,Tobey Rosen,59,0.64,0.454,1,-7.6960000000000015,0.0425,0.799,5e-06,0.16399999999999998,0.208,139.885,4,Pop
3265,2QWP8NYYplOqEFBYGCcq0S,Rain,The Script,78,0.6890000000000001,0.586,6,-7.61,0.107,0.241,0.0,0.35600000000000004,0.61,93.02,4,Pop
3293,7dOZxMY4U4YZ3eFwOTABXK,Mexican Radio,Wall Of Voodoo,46,0.4970000000000001,0.7040000000000001,0,-12.056,0.0346,0.0133,0.000394,0.371,0.5770000000000001,164.679,4,Pop
3779,2OuyrNR5KXgqqXjYN2CB4b,Ocean,Parisian,51,0.5660000000000001,0.422,10,-10.353,0.0286,0.924,0.0285,0.114,0.301,107.931,4,Pop
