category,songid,popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Hip-Hop,0PyIQ2Kv4s3ru7tXuA7OJ2,54,0.5710000000000001,0.809,7,-7.364,0.431,0.157,0.0,0.387,0.408,118.484,5
Hip-Hop,1qNz5rynw3I9LU8uQRETsO,63,0.8140000000000001,0.764,0,-7.944,0.053,0.0794,0.0174,0.0696,0.91,125.02600000000001,4
Hip-Hop,36XNdtXaPIAfhOiyKIPpWl,78,0.7020000000000001,0.8220000000000001,2,-5.502000000000001,0.134,0.214,0.0,0.141,0.478,128.102,4
Hip-Hop,4E5iR7RrC5yI6xA7zIEWlY,57,0.544,0.626,2,-9.544,0.33399999999999996,0.311,0.0,0.106,0.41600000000000004,79.101,1
Hip-Hop,09vo2ONA0zTN9qcz3bT3NO,54,0.7340000000000001,0.5720000000000001,10,-7.577000000000001,0.0372,0.183,0.0,0.0748,0.485,130.054,4
Hip-Hop,1w8Lbj8wiNJdOPG5azhrnV,54,0.787,0.588,5,-6.327999999999999,0.34299999999999997,0.158,0.0,0.11199999999999999,0.135,96.99799999999999,4
Hip-Hop,3NGT0Td7H4Is1qrlDQJxma,68,0.934,0.735,1,-6.667999999999999,0.251,0.031,9e-06,0.107,0.7559999999999999,101.368,4
Hip-Hop,6wFxUq7Gr44N3uwLjVQRR0,60,0.726,0.5329999999999999,0,-7.49,0.21600000000000003,0.159,0.0,0.475,0.562,93.70200000000001,4
Hip-Hop,6fJaPskb02TVgdHwevkivQ,50,0.7020000000000001,0.639,1,-6.472,0.265,0.218,0.0,0.182,0.47100000000000003,120.902,4
Hip-Hop,2Vc78Iazsizj2HwUHd8wgK,3,0.551,0.927,6,-2.263,0.43,0.0508,0.0,0.0739,0.8370000000000001,171.4,4
Hip-Hop,440cFm1mRyVD32BoEC0SNB,36,0.6859999999999999,0.556,7,-5.461,0.0818,0.213,0.0,0.0856,0.35200000000000004,110.079,3
Hip-Hop,4lozYCMRLtEc46exlhoK2Q,76,0.938,0.478,1,-9.738999999999999,0.265,0.0418,0.00884,0.0801,0.38299999999999995,138.059,4
Hip-Hop,6FPr7b2IQpmUtafljoISjK,13,0.71,0.489,4,-10.224,0.17800000000000002,0.376,0.0,0.0981,0.0767,130.05700000000002,4
Hip-Hop,4DixkYsZqImKOmjaIaYnCi,65,0.467,0.772,1,-5.654,0.239,0.0778,4.4e-05,0.114,0.39799999999999996,139.886,4
Hip-Hop,5mCPDVBb16L4XQwDdbRUpz,85,0.804,0.45899999999999996,11,-11.556,0.039,0.304,0.0862,0.11,0.37200000000000005,111.963,4
Hip-Hop,4oJYNhYWONVv8wh78LZmd2,51,0.7809999999999999,0.665,1,-3.487,0.287,0.0194,0.0,0.387,0.509,74.918,4
Hip-Hop,7KXjTSCq5nL1LoYtL7XAwS,92,0.904,0.611,1,-6.8420000000000005,0.0888,0.000259,2e-05,0.0976,0.42700000000000005,150.02,4
Hip-Hop,3FxoH1ooJrYeKKWN9XymaH,56,0.6679999999999999,0.392,9,-8.562000000000001,0.12,0.426,0.00176,0.124,0.14300000000000002,170.17700000000002,4
Hip-Hop,0N03IPXqxjoRCGc1BYmlmW,49,0.667,0.8809999999999999,6,-4.8069999999999995,0.258,0.0764,3e-06,0.319,0.426,139.917,4
Hip-Hop,1OYox2ZDYmgng8cWP36jnE,53,0.479,0.877,10,-4.7010000000000005,0.233,0.0782,2e-06,0.0358,0.792,174.88099999999997,5
Hip-Hop,2MidenlOnKGzQHrwZ94KbC,57,0.462,0.755,7,-5.511,0.13699999999999998,0.0234,0.0,0.5720000000000001,0.872,200.08700000000002,4
Hip-Hop,4FU9xUJc2VtOkNaeD8U1LA,62,0.9109999999999999,0.493,1,-9.408999999999999,0.19699999999999998,0.00227,0.0,0.13699999999999998,0.523,92.516,4
Hip-Hop,2HbKqm4o0w5wEeEFXm2sD4,71,0.74,0.529,4,-7.3870000000000005,0.0959,0.0721,0.0,0.214,0.369,143.957,4
Hip-Hop,7n4PRAJjYzGFr1DR3KHYMU,53,0.688,0.768,1,-5.176,0.235,0.0267,0.0,0.321,0.58,146.864,4
Hip-Hop,5UPNBWFU2TEf9kauIITfBs,70,0.77,0.69,1,-5.565,0.136,0.265,0.0,0.128,0.742,103.035,4
Hip-Hop,0AOvNRgl0SMfOibWA5bP8o,69,0.7390000000000001,0.526,4,-7.3839999999999995,0.10099999999999999,0.0726,0.0,0.215,0.374,143.94799999999998,4
Hip-Hop,4ou5xyFUJX4VwX76tw1qb1,66,0.9279999999999999,0.675,5,-3.535,0.0566,0.379,0.0,0.0533,0.8009999999999999,105.95200000000001,4
Hip-Hop,1xIxMz1sNQ4b6svH1GuTtF,66,0.713,0.647,7,-8.22,0.439,0.0867,0.0,0.636,0.684,94.036,4
Hip-Hop,50E0ooDbG8QhTjYNwhuBUo,42,0.429,0.91,2,-3.7960000000000003,0.429,0.278,0.0,0.213,0.775,180.812,4
Hip-Hop,550JPXXPgjr1xqxtKIaX6b,57,0.6990000000000001,0.7929999999999999,1,-4.856,0.268,0.00514,3e-06,0.7,0.9279999999999999,94.13799999999999,4
Hip-Hop,15grd5NA9jOMUxH7EOir8o,56,0.718,0.6940000000000001,0,-4.783,0.17300000000000001,0.32799999999999996,0.0,0.149,0.405,139.013,4
Hip-Hop,4khAkOzjL9LqbKzZTNsvrc,24,0.55,0.71,4,-8.37,0.21600000000000003,0.35200000000000004,0.00013000000000000002,0.0757,0.345,186.928,4
Hip-Hop,1BEMASUZQDqN5UGxMb1m6A,70,0.8540000000000001,0.564,1,-4.9639999999999995,0.0485,0.0171,0.0,0.0849,0.89,134.071,4
Hip-Hop,702RdmOBmeHXG2jAmNeGN8,57,0.5870000000000001,0.6990000000000001,1,-6.0329999999999995,0.177,0.0297,3.2e-05,0.325,0.40700000000000003,77.063,4
Hip-Hop,0iTCmKvuU1ReULiQB0rI7n,82,0.764,0.6459999999999999,8,-5.375,0.0711,0.158,1e-06,0.0889,0.601,130.92700000000002,4
Hip-Hop,7GX5flRQZVHRAGd6B4TmDO,90,0.732,0.75,11,-6.3660000000000005,0.231,0.00264,0.0,0.109,0.401,155.096,4
Hip-Hop,3RPK9VQuTsiTySY48ldeqx,60,0.47700000000000004,0.835,9,-5.942,0.43799999999999994,0.924,0.000508,0.129,0.524,97.31700000000001,3
Hip-Hop,3Ivo8kmtpVdOV2c6Fhs8rs,26,0.528,0.765,1,-5.707000000000001,0.0595,0.0425,0.0,0.151,0.358,94.00200000000001,4
Hip-Hop,61mnlyQlnPuq1GEX0LxIWh,80,0.943,0.495,6,-5.9639999999999995,0.18,0.0575,0.0,0.0952,0.5710000000000001,129.971,4
Hip-Hop,3i14QgREiWSiBr1HtfM6pj,54,0.889,0.547,10,-8.433,0.231,0.0553,2e-06,0.662,0.42,130.065,4
Hip-Hop,3WNx4pJLzQgYapuBWS4mUG,73,0.625,0.535,9,-6.813,0.0577,0.10800000000000001,0.0,0.747,0.129,129.931,4
Hip-Hop,4rOBi32fLCqS6BlaEMxeVi,56,0.746,0.727,11,-5.5089999999999995,0.244,0.348,0.0,0.128,0.41700000000000004,144.939,4
Hip-Hop,33pmnuJIssqYy080qCRiVV,0,0.597,0.657,7,-5.809,0.128,0.146,0.0,0.0654,0.365,77.874,4
Hip-Hop,1F0GUb9ctYek15DT3dCtm0,56,0.534,0.49700000000000005,7,-11.786,0.395,0.519,0.0,0.111,0.16699999999999998,129.761,4
Hip-Hop,5ltdcgEflWut0osW0ZzLhM,62,0.612,0.659,6,-6.995,0.406,0.0137,0.0,0.41700000000000004,0.384,99.137,4
Hip-Hop,0PT7nlpo11hYYyfnBgtilT,70,0.779,0.47200000000000003,11,-7.1160000000000005,0.218,0.0577,0.0,0.114,0.4,135.05100000000002,4
Hip-Hop,23fBacZZFb0CrVZ9GLyHvi,54,0.632,0.81,6,-6.794,0.401,0.626,4e-06,0.32899999999999996,0.511,160.72299999999998,4
Indie,0xLb9aKxyObbRgMnfW7bvB,41,0.6729999999999999,0.774,9,-6.707999999999999,0.0417,0.00828,0.00648,0.0649,0.662,133.023,4
Indie,1HG8ljBBpN6fSzix2ZK1nR,8,0.6809999999999999,0.175,1,-15.595,0.0402,0.977,0.48100000000000004,0.0878,0.34700000000000003,110.01100000000001,4
Indie,126TblwXGNTUZ7RPMnThkU,69,0.698,0.8759999999999999,3,-4.45,0.0486,0.452,0.0133,0.0824,0.804,101.992,4
Indie,3OaVN6T0JoETdGwKGAbdLB,65,0.629,0.513,1,-6.81,0.0316,0.0624,0.00296,0.0984,0.12,116.99600000000001,4
Indie,7p2QsDBkOmFNK8ZETH8S15,53,0.389,0.757,9,-5.5760000000000005,0.0497,0.0349,0.132,0.0861,0.502,96.98,4
Indie,620sJqjUXRFuXz6LcOGxy6,42,0.34700000000000003,0.401,2,-6.898,0.0404,0.45799999999999996,0.000388,0.495,0.171,105.348,5
Indie,2X485T9Z5Ly0xyaghN73ed,69,0.601,0.873,1,-5.8660000000000005,0.0448,0.00488,0.0365,0.113,0.5660000000000001,124.99700000000001,4
Indie,7FTdJsd2Kxy6mAoMtFIi1q,49,0.647,0.65,0,-5.5489999999999995,0.0441,0.11699999999999999,0.0403,0.0976,0.6559999999999999,126.64399999999999,4
Indie,4HQyqpaakmH7DjNSXAbP0A,27,0.579,0.773,5,-5.72,0.0358,0.221,4e-06,0.175,0.74,122.779,4
Indie,4tvV5DsE34n0NPp6lIkk04,38,0.355,0.307,9,-15.433,0.0335,0.0051,0.0152,0.107,0.284,128.714,4
Indie,2BTw5ZxeBygVJpdMK1Ur3c,68,0.413,0.621,7,-5.862,0.0281,0.348,3e-06,0.111,0.201,129.535,4
Indie,0hIGUS1PQbv5NIrHIf6Fza,55,0.762,0.826,10,-5.26,0.0691,0.0508,0.000131,0.10400000000000001,0.5710000000000001,98.036,4
Indie,71T6ks7uNqlkSAHM2CDWnj,62,0.406,0.47,10,-11.58,0.149,0.862,1.9e-05,0.184,0.345,137.63299999999998,4
Indie,3rINbUmey4dEnWpaf714dR,56,0.883,0.547,3,-10.083,0.0973,0.33799999999999997,0.00854,0.10300000000000001,0.826,113.964,4
Indie,0t2QiRkpag0fAgs9zuCPlH,64,0.642,0.9309999999999999,1,-4.1419999999999995,0.0417,0.0131,0.825,0.215,0.537,152.005,4
Indie,1SqY3rqLazvQlDz24GJ1TO,47,0.401,0.888,1,-7.879,0.0451,0.0189,4e-06,0.331,0.639,140.085,4
Indie,6y7HcF6pu7aR5TELJst9lL,54,0.525,0.907,11,-4.444,0.0623,4e-05,0.0,0.08800000000000001,0.551,149.99200000000002,4
Indie,0fmq5WIfjoRWV1NziksQEQ,39,0.5670000000000001,0.8109999999999999,2,-7.05,0.0288,0.0724,0.0678,0.105,0.434,122.941,4
Indie,4gDcrTB7sm4gDJZ0hRjRtN,59,0.599,0.78,11,-5.033,0.0527,0.156,0.0,0.18899999999999997,0.526,122.07700000000001,4
Indie,2gVDvl48ZsyS7D789VCCWd,32,0.5479999999999999,0.626,11,-9.064,0.0288,0.664,0.22,0.083,0.9440000000000001,152.084,4
Indie,2KSSbWLAWSzaso01DEP32W,55,0.642,0.355,5,-14.196,0.0328,0.094,3.4e-05,0.0865,0.723,180.25799999999998,4
Indie,1SAsFqnDBZLdGiA0tSZooU,54,0.742,0.649,9,-9.581,0.0412,0.0296,0.0035,0.0709,0.848,122.35,4
Indie,5JkTN6THtYH6bpOoHjOysc,65,0.502,0.904,0,-4.01,0.0774,0.0886,0.0,0.0839,0.858,84.461,4
Indie,4fnctse2eIRf7dvOhIGO4P,54,0.6559999999999999,0.8320000000000001,0,-5.228,0.0732,0.139,0.00024300000000000002,0.135,0.5760000000000001,101.022,4
Indie,1A3OA6zON5HHueFm4ejrRF,54,0.449,0.7929999999999999,11,-5.794,0.0371,0.0537,0.0,0.0812,0.45299999999999996,123.365,4
Indie,0B9kR3Vcv5Z0BM6KXvjPOP,0,0.527,0.7090000000000001,11,-5.586,0.036000000000000004,0.000656,1.6e-05,0.21899999999999997,0.605,124.029,4
Indie,69Naniu2KjKjaQOBUagE8U,82,0.541,0.557,0,-5.093999999999999,0.17300000000000001,0.272,0.0,0.156,0.17300000000000001,106.12200000000001,4
Indie,3lB0GMiI5KxDbTOG8V3bOx,69,0.529,0.894,2,-3.5989999999999998,0.0412,0.308,5e-06,0.254,0.53,108.024,4
Indie,1CxoHCwwmaXHimhV2cyTBx,59,0.657,0.589,5,-11.478,0.0381,0.6559999999999999,0.851,0.10800000000000001,0.593,129.994,4
Indie,5QLMTt5bNDToePH0Ru0U0h,40,0.637,0.41600000000000004,11,-10.555,0.0455,0.733,7.8e-05,0.11199999999999999,0.324,140.96,4
Indie,1H5a6C6jqWN6XQI0Unq7W3,64,0.505,0.8270000000000001,0,-5.517,0.0456,0.00626,1.1e-05,0.11199999999999999,0.0997,114.98700000000001,4
Indie,37MqSwCIO0hCAQlTGHRwge,58,0.532,0.831,6,-5.399,0.0326,0.000295,2e-06,0.134,0.575,131.04,4
Indie,0XFJRjjAjG2jDJaMLaDXH4,54,0.47100000000000003,0.667,5,-6.395,0.0435,0.201,2e-06,0.0869,0.303,94.025,4
Indie,0UDup90fybR9GzZUr6bSnA,40,0.655,0.251,0,-11.762,0.0327,0.96,0.000102,0.0899,0.222,110.634,3
Indie,19r86xNR5389W1K8hQ0r0i,56,0.8540000000000001,0.544,0,-9.517999999999999,0.0439,0.14800000000000002,0.38799999999999996,0.0782,0.8170000000000001,120.00200000000001,4
Indie,0lO6Paoxa81ypXwu9zSamC,30,0.618,0.7759999999999999,8,-4.94,0.0328,0.00175,0.000656,0.0698,0.6559999999999999,110.04299999999999,4
Indie,0mIZErjrNQzOTDtn4UYflo,50,0.373,0.9309999999999999,10,-6.886,0.0529,4.6e-05,0.5589999999999999,0.0814,0.354,150.702,4
Indie,1zXpHPdBAUxnOCQqFMFLk3,57,0.551,0.825,2,-5.813,0.0306,0.000614,0.307,0.115,0.682,107.031,4
Indie,4DefqES1oDO6CuaUivb0I4,49,0.5479999999999999,0.929,11,-3.8930000000000002,0.0452,0.00025699999999999996,1e-05,0.727,0.512,142.018,4
Indie,6AzNbUBxZI3WyPMh6OS2Q6,49,0.574,0.885,1,-3.937,0.0559,0.21,0.0036200000000000004,0.16899999999999998,0.306,126.0,4
Indie,5nrIEQ6ZmVwt9Pfr3ydvbn,47,0.256,0.78,7,-7.0520000000000005,0.0321,0.000245,0.537,0.122,0.385,141.884,4
Indie,0pgNhTYm682jZDcRkVcDLA,43,0.635,0.317,9,-12.025,0.0476,0.871,0.218,0.0987,0.19899999999999998,91.896,4
Indie,1vxAYrZojRAmuwQaRnl9Sv,3,0.6629999999999999,0.574,11,-9.58,0.0904,0.0361,0.0009630000000000001,0.115,0.305,99.986,4
Indie,17DfaVpTboMBwI1zdnKnjc,42,0.48700000000000004,0.747,2,-4.962,0.0284,9.9e-05,0.084,0.345,0.243,140.946,4
Indie,25VPnmKlILU9FK0UxnINA2,62,0.708,0.68,7,-7.44,0.0533,0.14,0.0,0.0837,0.287,135.554,4
Indie,140ba2Ta8P3GJJuLb8vMC0,66,0.49700000000000005,0.857,0,-3.313,0.0649,0.0622,0.0,0.0495,0.627,167.142,4
Indie,2zSRr66O0kPsupVU8cx5NF,55,0.551,0.825,2,-5.813,0.0306,0.000614,0.307,0.115,0.682,107.031,4
Indie,1bdp1CY6vfKPESMCa2NI1M,49,0.48100000000000004,0.491,11,-9.2,0.03,0.682,0.0563,0.121,0.626,154.879,4
Indie,0E9kVNemhjlDCBUuGbiHfU,1,0.8690000000000001,0.66,7,-6.231,0.228,0.0325,0.000126,0.0651,0.775,134.525,4
Indie,6sVQNUvcVFTXvlk3ec0ngd,59,0.377,0.65,2,-5.902,0.028999999999999998,0.0017399999999999998,5.7999999999999994e-05,0.107,0.34600000000000003,180.074,4
Indie,79FW3E1waWc4aQ2ravL4SI,45,0.239,0.925,7,-4.25,0.11199999999999999,0.0241,0.00892,0.445,0.159,165.08900000000003,4
Indie,4pQJlM2V4xBOAsH8Shp9wu,44,0.775,0.532,2,-9.635,0.0479,0.266,0.0242,0.391,0.0841,131.02100000000002,4
Indie,7w87IxuO7BDcJ3YUqCyMTT,85,0.733,0.71,5,-5.849,0.0292,0.145,0.115,0.0956,0.963,127.975,4
Indie,2ARB3fKvRkMGhAtZuTnE5J,54,0.43799999999999994,0.8059999999999999,5,-5.7170000000000005,0.0395,0.365,0.0551,0.237,0.473,96.156,3
Indie,4z5spGB7FRfhR2Kbjl7xPw,33,0.266,0.8690000000000001,4,-4.019,0.0471,0.0153,0.00034700000000000003,0.17300000000000001,0.51,152.118,4
Indie,6Q4oiVdxUveuaVEXWfephy,58,0.7,0.387,7,-15.38,0.19399999999999998,0.878,0.00026000000000000003,0.0973,0.155,110.068,4
Indie,7a2ZOtemauQ5WLSQyjjsYt,43,0.514,0.48100000000000004,4,-6.816,0.025,0.126,0.0,0.158,0.19,82.35600000000001,4
Indie,3b4GWSS7QnzRKqH0mEYcFH,68,0.638,0.535,9,-7.792000000000001,0.0415,0.623,0.0391,0.0837,0.509,84.947,4
Indie,3L7RtEcu1Hw3OXrpnthngx,71,0.731,0.738,9,-8.125,0.0377,0.184,0.0,0.214,0.9570000000000001,117.656,4
Indie,4QImv4OZnJII6NUMgqqGru,5,0.74,0.917,8,-5.388999999999999,0.0927,0.0339,0.0863,0.225,0.369,104.98,4
Indie,3PJqVKBvamWgzODoRwqZGm,61,0.488,0.968,0,-5.705,0.0375,0.0207,0.000124,0.14800000000000002,0.61,116.223,4
Indie,53L6A3I9vf7rgEZnMzx54E,72,0.495,0.9309999999999999,2,-5.336,0.0469,0.0025,0.0783,0.24600000000000002,0.609,104.05,4
Indie,0d0bU9qHxAHvuJRjio7cU6,54,0.62,0.524,0,-8.282,0.0297,0.485,2.3e-05,0.106,0.248,120.027,4
Indie,0l4V7a0yo5tEmY97EjSBve,19,0.8,0.34299999999999997,7,-9.881,0.0566,0.6759999999999999,0.0,0.12,0.504,88.01100000000001,4
Indie,5wggWdmcXun9EfbIi776h6,6,0.381,0.623,6,-7.593999999999999,0.0427,0.0419,2.2e-05,0.10400000000000001,0.327,130.171,4
Indie,3n69hLUdIsSa1WlRmjMZlW,74,0.616,0.6559999999999999,5,-7.297999999999999,0.0344,0.096,0.0008789999999999999,0.205,0.28300000000000003,150.071,4
Indie,17cUeLTZRQV5w5zzId1M1Z,44,0.535,0.7170000000000001,9,-5.457999999999999,0.0304,0.7090000000000001,0.0185,0.159,0.733,179.96400000000003,4
Indie,0Z2fQ0Avroujey7uTEmMTP,3,0.374,0.505,0,-17.273,0.0521,0.078,0.00598,0.109,0.685,154.88,4
Indie,5Oxdn1XWn1Gvreq0aTLNh8,24,0.35700000000000004,0.5820000000000001,0,-13.259,0.0363,0.000904,0.000471,0.071,0.597,115.801,5
Indie,7sF2KOkDLXNDAiUXpWP8aR,17,0.742,0.321,0,-13.728,0.0315,0.963,0.0432,0.11,0.602,107.34899999999999,4
Indie,17FV9pZcXiJsFRn3McId1e,48,0.495,0.857,7,-5.178999999999999,0.033,0.000336,0.0325,0.185,0.29600000000000004,143.025,4
Indie,4lRuRtvftdSSUA7hLP7zAr,60,0.28,0.317,7,-12.433,0.0468,0.877,0.0071400000000000005,0.10800000000000001,0.242,186.644,3
Indie,25FTMokYEbEWHEdss5JLZS,64,0.625,0.85,4,-3.904,0.0495,0.34600000000000003,0.000233,0.174,0.621,94.661,4
Indie,47dOtJjjwVkbKW244db2dE,46,0.5529999999999999,0.273,3,-11.579,0.0304,0.899,0.442,0.11199999999999999,0.221,100.956,4
Indie,7qCZgvV98j6RjUULW1s1it,64,0.637,0.618,0,-4.746,0.0296,0.42700000000000005,0.0971,0.0704,0.519,176.141,4
Indie,0SaEmR2rdtfsZawPjMYkWg,70,0.604,0.768,7,-6.484,0.0308,0.541,0.0201,0.752,0.645,123.06700000000001,4
Indie,3mqRLlD9j92BBv1ueFhJ1l,56,0.634,0.877,4,-6.905,0.0607,0.152,0.0,0.32799999999999996,0.7659999999999999,138.388,4
Indie,2ZRvcRcKdwQBjTAqj2XNJN,67,0.534,0.738,8,-6.237,0.0293,0.107,0.139,0.0871,0.608,96.053,4
Indie,0gHq4usJ0eAxS1q7b6IRY3,44,0.441,0.6609999999999999,7,-5.596,0.0324,0.000197,0.317,0.882,0.0575,109.96,4
Indie,3VLhsfBFeKmbbVU7VGEuGR,48,0.6970000000000001,0.66,2,-6.617000000000001,0.0281,0.00105,0.000256,0.0932,0.7190000000000001,115.041,4
Indie,4ZFHITy0bAeZ3oFfvR0HaI,65,0.688,0.7709999999999999,1,-4.463,0.0291,0.055999999999999994,0.000106,0.0561,0.489,100.01,4
Indie,4tGQUAnrOXuM3epCM8OBYC,50,0.636,0.22,10,-13.059000000000001,0.0468,0.884,0.007540000000000001,0.0925,0.0398,133.93,4
Indie,6u91CCTziobh3twCDMBlEk,48,0.526,0.873,0,-5.28,0.0754,0.00795,7.000000000000001e-06,0.33899999999999997,0.605,86.31299999999999,4
Indie,0DXsPlfQtOQBFbL0wAaOn6,45,0.33,0.5660000000000001,7,-8.587,0.0251,0.32,0.6809999999999999,0.11900000000000001,0.223,93.15700000000001,4
Indie,6BEPqCmZGNMcTY2BgyEDCP,46,0.354,0.9490000000000001,2,-2.783,0.0458,0.00015900000000000002,0.000241,0.0953,0.529,169.921,4
Indie,2BodCfcjTxsHSoQq6uFBlJ,16,0.441,0.684,9,-7.495,0.031,0.374,0.000848,0.10800000000000001,0.971,199.00099999999998,4
Indie,64lV14kLOS3EtpbLLcSqix,56,0.667,0.95,7,-2.957,0.13,0.00851,0.0182,0.146,0.332,118.041,4
Indie,23X4RjHORKVk75NBCjIusY,4,0.762,0.38299999999999995,10,-8.699,0.0277,0.24100000000000002,0.0067599999999999995,0.126,0.249,109.939,4
Indie,3nZqrK7QFftU8Kjnr0qjWN,36,0.516,0.8420000000000001,4,-4.22,0.0972,0.00032,0.0,0.126,0.366,139.923,4
Indie,1MoDk4XDqdX25GXaRfXY2O,68,0.527,0.715,10,-4.934,0.0437,0.00023700000000000001,0.0034,0.10099999999999999,0.294,155.102,4
Indie,1DHTjACdrqdUYzpKNIj2L3,44,0.43200000000000005,0.845,4,-4.915,0.0413,0.00011100000000000001,0.00014199999999999998,0.28,0.439,81.018,4
Indie,1PdaYDglJxEle6PGQanvp1,50,0.466,0.877,3,-6.252999999999999,0.0535,0.0010400000000000001,0.515,0.2,0.225,121.041,4
Indie,3elOzp9X3B8vMGhJBWzbIF,52,0.5429999999999999,0.311,5,-10.017999999999999,0.0361,0.857,0.000684,0.0983,0.132,126.86,4
Indie,7kzKAuUzOITUauHAhoMoxA,73,0.624,0.91,0,-5.702999999999999,0.0297,0.0285,0.000198,0.0789,0.773,104.042,4
Indie,4CgW7r1Cyu4zY3X5njnoU3,7,0.605,0.7909999999999999,0,-5.767,0.0514,0.0146,0.0054600000000000004,0.153,0.653,116.015,4
Indie,7z5ai4q5uGrdEBzjHskPql,52,0.457,0.455,0,-8.112,0.188,0.348,0.00122,0.142,0.172,100.04899999999999,4
Indie,3O9E4gwF5GjSlCdwoTc3wB,43,0.511,0.622,2,-5.727,0.0242,0.0108,5e-06,0.127,0.418,99.934,4
Indie,452IDnh4AkEAiiH23NwFvo,11,0.221,0.311,0,-10.637,0.0384,0.914,0.0334,0.0782,0.109,89.494,4
Indie,27bBjan9bD8rUESGYqK9a7,56,0.342,0.644,0,-4.363,0.0346,0.0291,0.299,0.0988,0.129,150.84799999999998,4
Indie,4B0DKl08l4AJflQmZkEDvQ,55,0.276,0.93,5,-3.2289999999999996,0.0524,0.000596,0.49700000000000005,0.335,0.47200000000000003,166.078,4
Indie,1lHpPXDvH0NP9xyz6EmnRy,46,0.563,0.258,7,-13.035,0.0305,0.708,0.00182,0.12,0.217,76.067,4
Indie,4u8ezGJFaee1o8EjUNSMFy,35,0.723,0.41600000000000004,1,-11.172,0.0623,0.0931,0.0008609999999999999,0.215,0.5529999999999999,140.017,4
Indie,7h9xlNZoWiJ6DzRj1axguA,28,0.586,0.131,4,-15.397,0.0295,0.856,0.7979999999999999,0.10800000000000001,0.155,81.574,4
Indie,2H57VA9OzK2NLmweUfJTdq,52,0.595,0.871,2,-5.972,0.053,0.155,2e-06,0.23800000000000002,0.943,128.013,4
Indie,3MjrueDQKVr6xDDseZwhEd,70,0.657,0.8170000000000001,0,-4.415,0.0554,0.262,0.00674,0.248,0.662,107.995,4
Indie,4gIG1l3V8I7AAPmbKdptGu,42,0.5589999999999999,0.81,11,-8.476,0.051,0.0045899999999999995,0.551,0.10099999999999999,0.41,110.936,4
Indie,03WRHlvv1xbCNyTKkippbY,47,0.465,0.941,6,-3.554,0.11599999999999999,0.000302,0.0,0.217,0.83,176.095,4
Indie,5lVbwk8QERL0LiGEIAdAl9,39,0.424,0.607,6,-8.854,0.0355,0.163,0.0015400000000000001,0.10800000000000001,0.34700000000000003,84.911,4
Indie,0P2xmlbhOoQd5LOztoe0yF,2,0.406,0.593,2,-5.466,0.0291,0.0572,0.00043499999999999995,0.11,0.05,135.798,4
Indie,2bXppHRsro1ALetbcrajkl,1,0.532,0.9079999999999999,7,-2.499,0.121,0.0215,5.4000000000000005e-05,0.618,0.516,142.088,4
Indie,4ig9ypynr458fSYIvSxIYR,16,0.5589999999999999,0.728,11,-4.544,0.0489,0.00605,6e-06,0.0989,0.682,103.059,3
Indie,6Z4VNiWQDXISWuAiJSvfzW,41,0.7070000000000001,0.736,5,-7.071000000000001,0.235,0.124,6e-06,0.341,0.789,111.99600000000001,4
Indie,6NftxlRfGRo36q2lkQJYNS,34,0.257,0.221,10,-10.82,0.0294,0.848,0.0,0.115,0.0717,183.485,3
Indie,0ancVQ9wEcHVd0RrGICTE4,24,0.27899999999999997,0.664,9,-8.851,0.0371,0.000389,0.000655,0.133,0.511,104.56,4
Indie,2ECROnazsrerAgpw1wAFbA,54,0.462,0.934,4,-4.19,0.0468,0.0036,0.00476,0.21899999999999997,0.836,182.06900000000002,4
Indie,33XbOmDv1EwNKnP4a9nSaU,42,0.758,0.56,9,-5.112,0.0279,0.235,2.3e-05,0.0735,0.823,92.61,4
Indie,1lH0AIm04sZ0JMobsjnjY8,57,0.723,0.7559999999999999,0,-7.34,0.0674,0.348,0.0516,0.105,0.27399999999999997,127.99700000000001,4
Indie,4WFz3RH4VzRjOHLhYN4XFl,45,0.40299999999999997,0.615,11,-5.659,0.0268,0.0102,0.0,0.207,0.2,168.15900000000002,4
Indie,48qumYcyfM6QGXUEs839j5,42,0.75,0.795,9,-5.614,0.0402,0.175,0.000475,0.102,0.534,117.038,4
Indie,7nrAUtbh9HpWll8iEMgsN0,55,0.7390000000000001,0.48,6,-5.267,0.29100000000000004,0.0789,0.0,0.111,0.6970000000000001,76.125,4
Indie,71Znjl8mUrHfSg38OQU8bb,40,0.5870000000000001,0.713,1,-8.857999999999999,0.0268,0.379,0.439,0.332,0.821,130.05,4
Indie,0DrwzykGjwIMEcEoYgYZHZ,40,0.675,0.6659999999999999,11,-6.067,0.027000000000000003,0.0187,0.6920000000000001,0.11199999999999999,0.39899999999999997,120.55799999999999,4
Indie,6LgKEGC6R8gBRkJhmZLzVk,57,0.595,0.805,7,-6.01,0.0364,0.000552,0.00366,0.0876,0.51,94.01700000000001,4
Indie,61MShiH46j48aBRv2PXMxv,55,0.315,0.9390000000000001,5,-2.8,0.0693,0.0067,8e-06,0.0787,0.447,186.905,4
Indie,3ysiD7ZgsPc3xgGJ59DpS7,72,0.43200000000000005,0.9470000000000001,2,-5.442,0.0945,0.00389,0.711,0.0777,0.382,147.97,4
